Name [EN],Type,BP Name,Force Spawn Command (Full Patch)
House Wek Command Orb,Quest Item,Quest_Item_DLC3_LightBeamKey_C,summon /Game/World_DLC3/Quests/Quest_SideD_ShiftingCitadel/Items/Quest_Item_DLC3_LightBeamKey/Quest_Item_DLC3_LightBeamKey.Quest_Item_DLC3_LightBeamKey_C
Prototype Head,Quest Item,Quest_Item_Story_BicentennialManHead_C,summon /Game/World_DLC3/Quests/Quest_Story_DLC3/Items/Quest_Item_Story_BicentennialManHead/Quest_Item_Story_BicentennialManHead.Quest_Item_Story_BicentennialManHead_C
Prototype Memory Core (Red*),Quest Item,Quest_Item_Story_BicentennialManPart1_A_C,summon /Game/World_DLC3/Quests/Quest_Story_DLC3/Items/Quest_Item_Story_BicentennialManPart1/Quest_Item_Story_BicentennialManPart1_A.Quest_Item_Story_BicentennialManPart1_A_C
Prototype Memory Core (Blue*),Quest Item,Quest_Item_Story_BicentennialManPart1_B_C,summon /Game/World_DLC3/Quests/Quest_Story_DLC3/Items/Quest_Item_Story_BicentennialManPart1/Quest_Item_Story_BicentennialManPart1_B.Quest_Item_Story_BicentennialManPart1_B_C
Prototype Arm,Quest Item,Quest_Item_Story_BicentennialManPart2_C,summon /Game/World_DLC3/Quests/Quest_Story_DLC3/Items/Quest_Item_Story_BicentennialManPart2/Quest_Item_Story_BicentennialManPart2.Quest_Item_Story_BicentennialManPart2_C
Prototype Claw,Quest Item,Quest_Item_Story_BicentennialManPart3_C,summon /Game/World_DLC3/Quests/Quest_Story_DLC3/Items/Quest_Item_Story_BicentennialManPart3/Quest_Item_Story_BicentennialManPart3.Quest_Item_Story_BicentennialManPart3_C
D.H. Transit Glyph,Quest Item,Quest_Item_Story_GlidePermission_C,summon /Game/World_DLC3/Quests/Quest_Story_DLC3/Items/Quest_Item_Story_GlidePermission/Quest_Item_Story_GlidePermission.Quest_Item_Story_GlidePermission_C
Critical Damage,Prism Fragment,RelicFragment_CriticalDamage_C,summon /Game/World_Base/Items/Gems/_Core/Shared/RelicFragment_CriticalDamage.RelicFragment_CriticalDamage_C 1 1 31
Weakspot Damage,Prism Fragment,RelicFragment_WeakspotDamage_C,summon /Game/World_Base/Items/Gems/_Core/Shared/RelicFragment_WeakspotDamage.RelicFragment_WeakspotDamage_C 1 1 31
Ranged Damage,Prism Fragment,RelicFragment_RangedDamage_C,summon /Game/World_Base/Items/Gems/Ranged/Power/RelicFragment_RangedDamage.RelicFragment_RangedDamage_C 1 1 31
Melee Damage,Prism Fragment,RelicFragment_MeleeDamage_C,summon /Game/World_Base/Items/Gems/Melee/Power/RelicFragment_MeleeDamage.RelicFragment_MeleeDamage_C 1 1 31
Mod Damage,Prism Fragment,RelicFragment_ModDamage_C,summon /Game/World_Base/Items/Gems/Ranged/Power/RelicFragment_ModDamage.RelicFragment_ModDamage_C 1 1 31
Skill Damage,Prism Fragment,RelicFragment_SkillDamage_C,summon /Game/World_Base/Items/Gems/Ranged/Power/RelicFragment_SkillDamage.RelicFragment_SkillDamage_C 1 1 31
Explosive Damage,Prism Fragment,RelicFragment_ExplosiveDamage_C,summon /Game/World_Base/Items/Gems/_Core/Shared/RelicFragment_ExplosiveDamage.RelicFragment_ExplosiveDamage_C 1 1 31
Status Damage,Prism Fragment,RelicFragment_StatusDamage_C,summon /Game/World_Base/Items/Gems/_Core/Shared/RelicFragment_StatusDamage.RelicFragment_StatusDamage_C 1 1 31
Ranged Critical Chance,Prism Fragment,RelicFragment_RangedCritChance_C,summon /Game/World_Base/Items/Gems/Ranged/Power/CritChance/RelicFragment_RangedCritChance.RelicFragment_RangedCritChance_C 1 1 31
Melee Critical Chance,Prism Fragment,RelicFragment_MeleeCritChance_C,summon /Game/World_Base/Items/Gems/Melee/Power/CritChance/RelicFragment_MeleeCritChance.RelicFragment_MeleeCritChance_C 1 1 31
Mod Critical Chance,Prism Fragment,RelicFragment_ModCritChance_C,summon /Game/World_Base/Items/Gems/_Core/Shared/RelicFragment_ModCritChance.RelicFragment_ModCritChance_C 1 1 31
Skill Critical Chance,Prism Fragment,RelicFragment_SkillCritChance_C,summon /Game/World_Base/Items/Gems/_Core/Shared/RelicFragment_SkillCritChance.RelicFragment_SkillCritChance_C 1 1 31
Ranged Fire Rate,Prism Fragment,RelicFragment_RangedFireRate_C,summon /Game/World_Base/Items/Gems/Ranged/Power/RelicFragment_RangedFireRate.RelicFragment_RangedFireRate_C 1 1 31
Firearm Charge Time,Prism Fragment,RelicFragment_RangedChargeSpeed_C,summon /Game/World_Base/Items/Gems/_Core/Shared/RelicFragment_RangedChargeSpeed.RelicFragment_RangedChargeSpeed_C 1 1 31
Melee Speed,Prism Fragment,RelicFragment_MeleeAttackSpeed_C,summon /Game/World_Base/Items/Gems/Melee/Power/RelicFragment_MeleeAttackSpeed.RelicFragment_MeleeAttackSpeed_C 1 1 31
Health Bonus,Prism Fragment,RelicFragment_Health_C,summon /Game/World_Base/Items/Gems/Ranged/Intellect/RelicFragment_Health.RelicFragment_Health_C 1 1 31
Base Health,Prism Fragment,RelicFragment_HealthFlat_C,summon /Game/World_Base/Items/Gems/_Core/Shared/RelicFragment_HealthFlat.RelicFragment_HealthFlat_C 1 1 31
Health Regeneration,Prism Fragment,RelicFragment_HealthRegen_C,summon /Game/World_Base/Items/Gems/_Core/Shared/RelicFragment_HealthRegen.RelicFragment_HealthRegen_C 1 1 31
Healing Effectiveness,Prism Fragment,RelicFragment_HealingEffectiveness_C,summon /Game/World_Base/Items/Gems/Ranged/Intellect/RelicFragment_HealingEffectiveness.RelicFragment_HealingEffectiveness_C 1 1 31
Grey Health Conversion,Prism Fragment,RelicFragment_GreyHealthRate_C,summon /Game/World_Base/Items/Gems/Ranged/Intellect/RelicFragment_GreyHealthRate.RelicFragment_GreyHealthRate_C 1 1 31
Stamina Bonus,Prism Fragment,RelicFragment_Stamina_C,summon /Game/World_Base/Items/Gems/Ranged/Intellect/RelicFragment_Stamina.RelicFragment_Stamina_C 1 1 31
Base Stamina,Prism Fragment,RelicFragment_StaminaFlat_C,summon /Game/World_Base/Items/Gems/_Core/Shared/RelicFragment_StaminaFlat.RelicFragment_StaminaFlat_C 1 1 31
Damage Reduction,Prism Fragment,RelicFragment_DamageReduction_C,summon /Game/World_Base/Items/Gems/Ranged/Intellect/RelicFragment_DamageReduction.RelicFragment_DamageReduction_C 1 1 31
Armor Bonus,Prism Fragment,RelicFragment_ArmorEffectiveness_C,summon /Game/World_Base/Items/Gems/Ranged/Intellect/RelicFragment_ArmorEffectiveness.RelicFragment_ArmorEffectiveness_C 1 1 31
Base Armor,Prism Fragment,RelicFragment_ArmorFlat_C,summon /Game/World_Base/Items/Gems/_Core/Shared/RelicFragment_ArmorFlat.RelicFragment_ArmorFlat_C 1 1 31
Shield Amount,Prism Fragment,RelicFragment_ShieldEffectiveness_C,summon /Game/World_Base/Items/Gems/Ranged/Intellect/RelicFragment_ShieldEffectiveness.RelicFragment_ShieldEffectiveness_C 1 1 31
Shield Duration,Prism Fragment,RelicFragment_ShieldDuration_C,summon /Game/World_Base/Items/Gems/_Core/Shared/RelicFragment_ShieldDuration.RelicFragment_ShieldDuration_C 1 1 31
Evade Speed,Prism Fragment,RelicFragment_EvadeSpeed_C,summon /Game/World_Base/Items/Gems/_Core/Shared/RelicFragment_EvadeSpeed.RelicFragment_EvadeSpeed_C 1 1 31
Evade Distance,Prism Fragment,RelicFragment_EvadeDistance_C,summon /Game/World_Base/Items/Gems/_Core/Shared/RelicFragment_EvadeDistance.RelicFragment_EvadeDistance_C 1 1 31
Revive Speed,Prism Fragment,RelicFragment_ReviveSpeed_C,summon /Game/World_Base/Items/Gems/Ranged/Intellect/RelicFragment_ReviveSpeed.RelicFragment_ReviveSpeed_C 1 1 31
Movement Speed,Prism Fragment,RelicFragment_MovementSpeed_C,summon /Game/World_Base/Items/Gems/_Core/Shared/RelicFragment_MovementSpeed.RelicFragment_MovementSpeed_C 1 1 31
Weapon Spread,Prism Fragment,RelicFragment_WeaponSpread_C,summon /Game/World_Base/Items/Gems/Ranged/Discipline/RelicFragment_WeaponSpread.RelicFragment_WeaponSpread_C 1 1 31
Weapon Ideal Range,Prism Fragment,RelicFragment_IdealRange_C,summon /Game/World_Base/Items/Gems/_Core/Shared/RelicFragment_IdealRange.RelicFragment_IdealRange_C 1 1 31
Reload Speed,Prism Fragment,RelicFragment_ReloadSpeed_C,summon /Game/World_Base/Items/Gems/_Core/Shared/RelicFragment_ReloadSpeed.RelicFragment_ReloadSpeed_C 1 1 31
Firearm Swap Speed,Prism Fragment,RelicFragment_WeaponSwapSpeed_C,summon /Game/World_Base/Items/Gems/Ranged/Discipline/RelicFragment_WeaponSwapSpeed.RelicFragment_WeaponSwapSpeed_C 1 1 31
Ammo Reserves,Prism Fragment,RelicFragment_AmmoReserves_C,summon /Game/World_Base/Items/Gems/Ranged/Discipline/RelicFragment_AmmoReserves.RelicFragment_AmmoReserves_C 1 1 31
Projectile Speed,Prism Fragment,RelicFragment_ProjectileSpeed_C,summon /Game/World_Base/Items/Gems/_Core/Shared/RelicFragment_ProjectileSpeed.RelicFragment_ProjectileSpeed_C 1 1 31
Heat Generation,Prism Fragment,RelicFragment_HeatGenReduction_C,summon /Game/World_Base/Items/Gems/_Core/Shared/RelicFragment_HeatGenReduction.RelicFragment_HeatGenReduction_C 1 1 31
Cast Speed,Prism Fragment,RelicFragment_CastSpeed_C,summon /Game/World_Base/Items/Gems/Ranged/Discipline/RelicFragment_CastSpeed.RelicFragment_CastSpeed_C 1 1 31
Mod Generation,Prism Fragment,RelicFragment_ModGeneration_C,summon /Game/World_Base/Items/Gems/_Core/Shared/RelicFragment_ModGeneration.RelicFragment_ModGeneration_C 1 1 31
Mod Duration,Prism Fragment,RelicFragment_ModDuration_C,summon /Game/World_Base/Items/Gems/Ranged/Intellect/RelicFragment_ModDuration.RelicFragment_ModDuration_C 1 1 31
Skill Cooldown,Prism Fragment,RelicFragment_SkillCooldown_C,summon /Game/World_Base/Items/Gems/Ranged/Intellect/RelicFragment_SkillCooldown.RelicFragment_SkillCooldown_C 1 1 31
Skill Duration,Prism Fragment,RelicFragment_SkillDuration_C,summon /Game/World_Base/Items/Gems/Ranged/Intellect/RelicFragment_SkillDuration.RelicFragment_SkillDuration_C 1 1 31
Use Speed,Prism Fragment,RelicFragment_ConsumableSpeed_C,summon /Game/World_Base/Items/Gems/Ranged/Discipline/RelicFragment_ConsumableSpeed.RelicFragment_ConsumableSpeed_C 1 1 31
Consumable Duration,Prism Fragment,RelicFragment_ConsumableDuration_C,summon /Game/World_Base/Items/Gems/Ranged/Discipline/RelicFragment_ConsumableDuration.RelicFragment_ConsumableDuration_C 1 1 31
Ammo Reserves,Archetype Trait,Trait_AmmoReserves_C,SummonTrait /Game/World_Base/Items/Traits/Archetype/AmmoReserves/Trait_AmmoReserves.Trait_AmmoReserves_C
Flash Caster,Archetype Trait,Trait_FlashCaster_C,SummonTrait /Game/World_Base/Items/Traits/Archetype/FlashCaster/Trait_FlashCaster.Trait_FlashCaster_C
Fortify,Archetype Trait,Trait_Fortify_C,SummonTrait /Game/World_Base/Items/Traits/Archetype/Fortify/Trait_Fortify.Trait_Fortify_C
Kinship,Archetype Trait,Trait_Kinship_C,SummonTrait /Game/World_Base/Items/Traits/Archetype/Kinship/Trait_Kinship.Trait_Kinship_C
Longshot,Archetype Trait,Trait_Longshot_C,SummonTrait /Game/World_Base/Items/Traits/Archetype/Longshot/Trait_Longshot.Trait_Longshot_C
Potency,Archetype Trait,Trait_Potency_C,SummonTrait /Game/World_Base/Items/Traits/Archetype/Potency/Trait_Potency.Trait_Potency_C
Regrowth,Archetype Trait,Trait_Regrowth_C,SummonTrait /Game/World_Base/Items/Traits/Archetype/Regrowth/Trait_Regrowth.Trait_Regrowth_C
Strong Back,Archetype Trait,Trait_StrongBack_C,SummonTrait /Game/World_Base/Items/Traits/Archetype/StrongBack/Trait_StrongBack.Trait_StrongBack_C
Swiftness,Archetype Trait,Trait_Swiftness_C,SummonTrait /Game/World_Base/Items/Traits/Archetype/Swiftness/Trait_Swiftness.Trait_Swiftness_C
Triage,Archetype Trait,Trait_Triage_C,SummonTrait /Game/World_Base/Items/Traits/Archetype/Triage/Trait_Triage.Trait_Triage_C
Untouchable,Archetype Trait,Trait_Untouchable_C,SummonTrait /Game/World_Base/Items/Traits/Archetype/Untouchable/Trait_Untouchable.Trait_Untouchable_C
Affliction,Archetype Trait,Trait_Affliction_C,SummonTrait /Game/World_DLC1/Items/Traits/Affliction/Trait_Affliction.Trait_Affliction_C
Gifted,Archetype Trait,Trait_Gifted_C,SummonTrait /Game/World_DLC2/Items/Archetypes/Invoker/PerksAndTraits/Trait_Gifted.Trait_Gifted_C
Barrier,Archetype Trait,Trait_Barrier_C,SummonTrait /Game/World_DLC3/Items/Archetypes/Warden/Traits/Trait_Barrier.Trait_Barrier_C
Endurance,Core Trait,Trait_Endurance_C,SummonTrait /Game/World_Base/Items/Traits/Core/Endurance/Trait_Endurance.Trait_Endurance_C
Expertise,Core Trait,Trait_Expertise_C,SummonTrait /Game/World_Base/Items/Traits/Core/Expertise/Trait_Expertise.Trait_Expertise_C
Spirit,Core Trait,Trait_Spirit_C,SummonTrait /Game/World_Base/Items/Traits/Core/Spirit/Trait_Spirit.Trait_Spirit_C
Vigor,Core Trait,Trait_Vigor_C,SummonTrait /Game/World_Base/Items/Traits/Core/Vigor/Trait_Vigor.Trait_Vigor_C
Amplitude,Trait,Trait_Amplitude_C,SummonTrait /Game/World_Base/Items/Traits/Archetype/Amplitude/Trait_Amplitude.Trait_Amplitude_C
Arcane Strike,Trait,Trait_ArcaneStrike_C,SummonTrait /Game/World_Base/Items/Traits/Core/ArcaneStrike/Trait_ArcaneStrike.Trait_ArcaneStrike_C
Barkskin,Trait,Trait_Barkskin_C,SummonTrait /Game/World_Base/Items/Traits/Core/Barkskin/Trait_Barkskin.Trait_Barkskin_C
Blood Bond,Trait,Trait_BloodBond_C,SummonTrait /Game/World_Base/Items/Traits/Core/BloodBond/Trait_BloodBond.Trait_BloodBond_C
Bloodstream,Trait,Trait_Bloodstream_C,SummonTrait /Game/World_Base/Items/Traits/Core/Bloodstream/Trait_Bloodstream.Trait_Bloodstream_C
Fitness,Trait,Trait_Fitness_C,SummonTrait /Game/World_Base/Items/Traits/Core/Fitness/Trait_Fitness.Trait_Fitness_C
Footwork,Trait,Trait_Footwork_C,SummonTrait /Game/World_Base/Items/Traits/Core/Footwork/Trait_Footwork.Trait_Footwork_C
Glutton,Trait,Trait_Glutton_C,SummonTrait /Game/World_Base/Items/Traits/Core/Glutton/Trait_Glutton.Trait_Glutton_C
Handling,Trait,Trait_Handling_C,SummonTrait /Game/World_Base/Items/Traits/Core/Handling/Trait_Handling.Trait_Handling_C
Recovery,Trait,Trait_Recovery_C,SummonTrait /Game/World_Base/Items/Traits/Core/Recovery/Trait_Recovery.Trait_Recovery_C
Revivalist,Trait,Trait_Revivalist_C,SummonTrait /Game/World_Base/Items/Traits/Core/Revivalist/Trait_Revivalist.Trait_Revivalist_C
Rugged,Trait,Trait_Rugged_C,SummonTrait /Game/World_Base/Items/Traits/Core/Rugged/Trait_Rugged.Trait_Rugged_C
Scholar,Trait,Trait_Scholar_C,SummonTrait /Game/World_Base/Items/Traits/Core/Scholar/Trait_Scholar.Trait_Scholar_C
Shadeskin,Trait,Trait_Shadeskin_C,SummonTrait /Game/World_Base/Items/Traits/Core/Shadeskin/Trait_Shadeskin.Trait_Shadeskin_C
Siphoner,Trait,Trait_Siphoner_C,SummonTrait /Game/World_Base/Items/Traits/Core/Siphoner/Trait_Siphoner.Trait_Siphoner_C
Resonance,Trait,Trait_Resonance_C,SummonTrait /Game/World_Base/Items/Traits/Core/Resonance/Trait_Resonance.Trait_Resonance_C
Wayfarer,Trait,Trait_Wayfarer_C,SummonTrait /Game/World_Base/Items/Traits/Core/Wayfarer/Trait_Wayfarer.Trait_Wayfarer_C
Dark Pact,Trait,Trait_DarkPact_C,SummonTrait /Game/World_DLC1/Items/Traits/DarkPact/Trait_DarkPact.Trait_DarkPact_C
Resolute,Trait,Trait_Resolute_C,SummonTrait /Game/World_DLC2/Items/Traits/Resolute/Trait_Resolute.Trait_Resolute_C
Chakra,Trait,Trait_Chakra_C,SummonTrait /Game/World_Base/Items/Traits/Core/Chakra/Trait_Chakra.Trait_Chakra_C
Leech,Trait,Trait_Leech_C,SummonTrait /Game/World_Base/Items/Traits/Core/Leech/Trait_Leech.Trait_Leech_C
Insight,Trait,Trait_Insight_C,SummonTrait /Game/World_DLC3/Items/Traits/Insight/Trait_Insight.Trait_Insight_C
Perception,Trait,Trait_Perception_C,SummonTrait /Game/World_DLC3/Items/Traits/Perception/Trait_Perception.Trait_Perception_C
Preservation,Trait,Trait_Preservation_C,SummonTrait /Game/World_DLC3/Items/Traits/Preservation/Trait_Preservation.Trait_Preservation_C
Cube Shield,Mod,Mod_CubeShield_C,summon /Game/World_Base/Items/Weapons/Handguns/Special/CubeGun/Mod_CubeShield/Mod_CubeShield.Mod_CubeShield_C
Chaos Driver,Mod,Mod_ChaosDriver_C,summon /Game/World_Base/Items/Weapons/Handguns/Special/Enigma/Mod_ChaosDriver/Mod_ChaosDriver.Mod_ChaosDriver_C
Explosive Shot,Mod,Mod_ExplosiveShot_C,summon /Game/World_Base/Items/Weapons/Handguns/Special/Hellfire/Mod_ExplosiveShot/Mod_ExplosiveShot.Mod_ExplosiveShot_C
Screamer,Mod,Mod_Screamer_C,summon /Game/World_Base/Items/Weapons/Handguns/Special/Meridian/Mod_Screamer/Mod_Screamer.Mod_Screamer_C
Nano Swarm,Mod,Mod_NanoSwarm_C,summon /Game/World_Base/Items/Weapons/Handguns/Special/Nebula/Mod_NanoSwarm/Mod_NanoSwarm.Mod_NanoSwarm_C
Soulbrand,Mod,Mod_Soulbrand_C,summon /Game/World_Base/Items/Weapons/Handguns/Special/RunePistol/Mod_Soulbrand/Mod_Soulbrand.Mod_Soulbrand_C
Eulogy,Mod,Mod_Eulogy_C,summon /Game/World_Base/Items/Weapons/Handguns/Special/Sorrow/Mod_Eulogy/Mod_Eulogy.Mod_Eulogy_C
Big Bang,Mod,Mod_BigBang_C,summon /Game/World_Base/Items/Weapons/Handguns/Special/StarShot/Mod_BigBang/Mod_BigBang.Mod_BigBang_C
Beta Ray,Mod,Mod_BetaRay_C,summon /Game/World_Base/Items/Weapons/Longguns/Special/AlphaOmega/Mod_BetaRay/Mod_BetaRay.Mod_BetaRay_C
Supernova,Mod,Mod_Supernova_C,summon /Game/World_Base/Items/Weapons/Longguns/Special/Aphelion/Mod_Supernova/Mod_Supernova.Mod_Supernova_C
Moonlight Barrage,Mod,Mod_MoonlightBarrage_C,summon /Game/World_Base/Items/Weapons/Longguns/Special/CrescentMoon/Mod_MoonlightBarrage/Mod_MoonlightBarrage.Mod_MoonlightBarrage_C
Fracture,Mod,Mod_Fracture_C,summon /Game/World_Base/Items/Weapons/Longguns/Special/Deceit/Mod_Fracture/Mod_Fracture.Mod_Fracture_C
Ouroboros,Mod,Mod_Ouroboros_C,summon /Game/World_Base/Items/Weapons/Longguns/Special/Deceit/Mod_Ouroboros/Mod_Ouroboros.Mod_Ouroboros_C
Bloodline,Mod,Mod_Bloodline_C,summon /Game/World_Base/Items/Weapons/Longguns/Special/Merciless/Mod_Bloodline/Mod_Bloodline.Mod_Bloodline_C
Dreadwalker,Mod,Mod_Dreadwalker_C,summon /Game/World_Base/Items/Weapons/Longguns/Special/Nightfall/Mod_Dreadwalker/Mod_Dreadwalker.Mod_Dreadwalker_C
Heat Sink,Mod,Mod_HeatSink_C,summon /Game/World_Base/Items/Weapons/Longguns/Special/PlasmaCutter/Mod_HeatSink/Mod_HeatSink.Mod_HeatSink_C
Banish,Mod,Mod_Banish_C,summon /Game/World_Base/Items/Weapons/Longguns/Special/Repulsor/Mod_Banish/Mod_Banish.Mod_Banish_C
Starfall,Mod,Mod_Starfall_C,summon /Game/World_Base/Items/Weapons/Longguns/Special/Sagittarius/Mod_Starfall/Mod_Starfall.Mod_Starfall_C
Fusion Cannon,Mod,Mod_FusionCannon_C,summon /Game/World_Base/Items/Weapons/Longguns/Special/Savior/Mod_FusionCannon/Mod_FusionCannon.Mod_FusionCannon_C
Shatterstar,Mod,Mod_Shatterstar_C,summon /Game/World_Base/Items/Weapons/Longguns/Special/Savior/Mod_Shatterstar/Mod_Shatterstar.Mod_Shatterstar_C
Spore Shot,Mod,Mod_SporeShot_C,summon /Game/World_Base/Items/Weapons/Longguns/Special/Sporebloom/Mod_SporeShot/Mod_SporeShot.Mod_SporeShot_C
Gravity Core,Mod,Mod_GravityCore_C,summon /Game/World_Base/Items/Weapons/Longguns/Special/Starkiller/Mod_GravityCore/Mod_GravityCore.Mod_GravityCore_C
Guardians Call,Mod,Mod_GuardiansCall_C,summon /Game/World_Base/Items/Weapons/Longguns/Special/TwistedArbalest/Mod_GuardiansCall/Mod_GuardiansCall.Mod_GuardiansCall_C
,Skill Trait,SkillTrait_AlchemistVial_Base_C,summon /Game/World_Base/Items/Archetypes/Alchemist/Skills/Base/SkillTrait_AlchemistVial_Base.SkillTrait_AlchemistVial_Base_C
,Skill Trait,SkillTrait_AlchemistVial_ElixirOfLife_C,summon /Game/World_Base/Items/Archetypes/Alchemist/Skills/ElixirOfLife/SkillTrait_AlchemistVial_ElixirOfLife.SkillTrait_AlchemistVial_ElixirOfLife_C
,Skill Trait,SkillTrait_AlchemistVial_FrenzyDust_C,summon /Game/World_Base/Items/Archetypes/Alchemist/Skills/FrenzyDust/SkillTrait_AlchemistVial_FrenzyDust.SkillTrait_AlchemistVial_FrenzyDust_C
,Skill Trait,SkillTrait_AlchemistVial_StoneMist_C,summon /Game/World_Base/Items/Archetypes/Alchemist/Skills/StoneMist/SkillTrait_AlchemistVial_StoneMist.SkillTrait_AlchemistVial_StoneMist_C
,Skill Trait,SkillTrait_ChaosGate_C,summon /Game/World_Base/Items/Archetypes/Archon/Skills/ChaosRune/SkillTrait_ChaosGate.SkillTrait_ChaosGate_C
,Skill Trait,Skill_Trait_HavocForm_C,summon /Game/World_Base/Items/Archetypes/Archon/Skills/HavocForm/Skill_Trait_HavocForm.Skill_Trait_HavocForm_C
,Skill Trait,SkillTrait_RealityRune_C,summon /Game/World_Base/Items/Archetypes/Archon/Skills/StasisField/SkillTrait_RealityRune.SkillTrait_RealityRune_C
,Skill Trait,SkillTrait_Battlecry_Juggernaut_C,summon /Game/World_Base/Items/Archetypes/Challenger/Skills/Battlecry_Juggernaut/SkillTrait_Battlecry_Juggernaut.SkillTrait_Battlecry_Juggernaut_C
,Skill Trait,SkillTrait_Rampage_C,summon /Game/World_Base/Items/Archetypes/Challenger/Skills/Rage/SkillTrait_Rampage.SkillTrait_Rampage_C
,Skill Trait,SkillTrait_WarStomp_C,summon /Game/World_Base/Items/Archetypes/Challenger/Skills/WarStomp/SkillTrait_WarStomp.SkillTrait_WarStomp_C
,Skill Trait,SkillTrait_Deployable_FlameThrower_C,summon /Game/World_Base/Items/Archetypes/Engineer/Skills/Skill_FlameThrower/SkillTrait_Deployable_FlameThrower.SkillTrait_Deployable_FlameThrower_C
,Skill Trait,SkillTrait_Deployable_Gatling_C,summon /Game/World_Base/Items/Archetypes/Engineer/Skills/Skill_Gatling/SkillTrait_Deployable_Gatling.SkillTrait_Deployable_Gatling_C
,Skill Trait,SkillTrait_Deployable_ImpactCannon_C,summon /Game/World_Base/Items/Archetypes/Engineer/Skills/Skill_ImpactCannon/SkillTrait_Deployable_ImpactCannon.SkillTrait_Deployable_ImpactCannon_C
,Skill Trait,SkillTrait_FortuneHunter_C,summon /Game/World_Base/Items/Archetypes/Explorer/Skills/FortuneHunter/SkillTrait_FortuneHunter.SkillTrait_FortuneHunter_C
,Skill Trait,SkillTrait_GoldDigger_C,summon /Game/World_Base/Items/Archetypes/Explorer/Skills/GoldDigger/SkillTrait_GoldDigger.SkillTrait_GoldDigger_C
,Skill Trait,SkillTrait_Plainswalker_C,summon /Game/World_Base/Items/Archetypes/Explorer/Skills/WorldTraveler/SkillTrait_Plainswalker.SkillTrait_Plainswalker_C
,Skill Trait,SkillTrait_Bulletstorm_C,summon /Game/World_Base/Items/Archetypes/Gunslinger/Skills/Bulletstorm/SkillTrait_Bulletstorm.SkillTrait_Bulletstorm_C
,Skill Trait,SkillTrait_QuickDraw_C,summon /Game/World_Base/Items/Archetypes/Gunslinger/Skills/QuickDraw/SkillTrait_QuickDraw.SkillTrait_QuickDraw_C
,Skill Trait,SkillTrait_Sidewinder_C,summon /Game/World_Base/Items/Archetypes/Gunslinger/Skills/Sidewinder/SkillTrait_Sidewinder.SkillTrait_Sidewinder_C
,Skill Trait,SkillTrait_AttackDog_C,summon /Game/World_Base/Items/Archetypes/Handler/Skills/Skill_AttackDog/SkillTrait_AttackDog.SkillTrait_AttackDog_C
,Skill Trait,SkillTrait_GuardDog_C,summon /Game/World_Base/Items/Archetypes/Handler/Skills/Skill_GuardDog/SkillTrait_GuardDog.SkillTrait_GuardDog_C
,Skill Trait,SkillTrait_SupportDog_C,summon /Game/World_Base/Items/Archetypes/Handler/Skills/Skill_SupportDog/SkillTrait_SupportDog.SkillTrait_SupportDog_C
,Skill Trait,SkillTrait_HuntersFocus_C,summon /Game/World_Base/Items/Archetypes/Hunter/Skills/HuntersFocus/SkillTrait_HuntersFocus.SkillTrait_HuntersFocus_C
,Skill Trait,SkillTrait_HuntersMark_C,summon /Game/World_Base/Items/Archetypes/Hunter/Skills/HuntersMark/SkillTrait_HuntersMark.SkillTrait_HuntersMark_C
,Skill Trait,SkillTrait_HuntersShroud_C,summon /Game/World_Base/Items/Archetypes/Hunter/Skills/HuntersShroud/SkillTrait_HuntersShroud.SkillTrait_HuntersShroud_C
,Skill Trait,SkillTrait_Reboot_C,summon /Game/World_Base/Items/Archetypes/Invader/Skills/Reboot/SkillTrait_Reboot.SkillTrait_Reboot_C
,Skill Trait,SkillTrait_VoidCloak_C,summon /Game/World_Base/Items/Archetypes/Invader/Skills/VoidCloak/SkillTrait_VoidCloak.SkillTrait_VoidCloak_C
,Skill Trait,SkillTrait_WormHole_C,summon /Game/World_Base/Items/Archetypes/Invader/Skills/WormHole/SkillTrait_WormHole.SkillTrait_WormHole_C
,Skill Trait,SkillTrait_HealingSurge_C,summon /Game/World_Base/Items/Archetypes/Medic/Skills/HealingSurge/SkillTrait_HealingSurge.SkillTrait_HealingSurge_C
,Skill Trait,SkillTrait_Redemption_C,summon /Game/World_Base/Items/Archetypes/Medic/Skills/Redemption/SkillTrait_Redemption.SkillTrait_Redemption_C
,Skill Trait,SkillTrait_Wellspring_C,summon /Game/World_Base/Items/Archetypes/Medic/Skills/Wellspring/SkillTrait_Wellspring.SkillTrait_Wellspring_C
,Skill Trait,SkillTrait_MinionBrute_C,summon /Game/World_Base/Items/Archetypes/summoner/Skills/MinionBrute/SkillTrait_MinionBrute.SkillTrait_MinionBrute_C
,Skill Trait,SkillTrait_MinionFlyer_C,summon /Game/World_Base/Items/Archetypes/summoner/Skills/MinionFlyer/SkillTrait_MinionFlyer.SkillTrait_MinionFlyer_C
,Skill Trait,SkillTrait_MinionHollow_C,summon /Game/World_Base/Items/Archetypes/summoner/Skills/MinionHollow/SkillTrait_MinionHollow.SkillTrait_MinionHollow_C
